order_id,customer_id,customer_name,gender,age,state,city,region,loyalty_tier,payment_method,category,subcategory,product_name,manufacturer,sku,quantity,selling_price,unit_cost,warehouse,courier,shipping_mode,delivery_days,rto,rto_reason,discount_percent,revenue,cost,profit,order_date,dispatch_date,delivery_date
ORD-102457,CUST-82728,Lucky Sachar,Female,43.0,Bihar,Gaya,East,Silver,Credit Card,Electronics,Laptops,HP Pavilion 14,HP,ELE-LP-003,3,61176,44046,Kolkata FC,Delhivery,Standard,7,False,,0,183528,132138,51390,2024-08-02,2024-08-03,2024-08-10
ORD-102385,CUST-00016,Dipta Padmanabhan,Female,37.0,Tamil Nadu,Coimbatore,South,Bronze,Net Banking,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,3,1459,875,Bengaluru FC,Delhivery,Standard,7,False,,33,2932,2625,307,2025-01-05,2025-01-06,2025-01-13
ORD-101077,CUST-80734,Balvan Randhawa,Male,60.0,Punjab,Amritsar,North,Silver,Debit Card,Electronics,Smartphones,Google Pixel 10,Google,ELE-SP-004,4,70236,50569,Delhi FC,Blue Dart,Express,3,False,,14,241611,202276,39335,2024-06-30,2024-07-01,2024-07-04
ORD-101668,CUST-79174,Mitali Modi,Male,45.0,Kerala,Thiruvananthapuram,South,Silver,Debit Card,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,3,890,489,Bengaluru FC,DTDC,Standard,5,False,,15,2269,1467,802,2024-03-04,2024-03-05,2024-03-10
ORD-102981,CUST-63883,Mitesh Bassi,Male,58.0,Jharkhand,Jamshedpur,East,Platinum,UPI,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,2,1222,672,Kolkata FC,Ekart,Standard,8,False,,14,2101,1344,757,2025-06-18,2025-06-19,2025-06-27
ORD-104961,CUST-71351,Nisha Mani,Female,20.0,Uttar Pradesh,Noida,North,Gold,Net Banking,Fashion,Women,Sneakers,Nike,FAS-WM-003,2,4499,2024,Delhi FC,DTDC,Standard,6,False,,6,8458,4048,4410,2024-03-01,2024-03-02,2024-03-08
ORD-103269,CUST-11193,Maya Misra,Male,62.0,Andhra Pradesh,Visakhapatnam,South,Silver,Cash on Delivery,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,4,52870,38066,Bengaluru FC,Delhivery,Express,2,False,,10,190332,152264,38068,2025-05-02,2025-05-03,2025-05-05
ORD-105179,CUST-87239,Vedhika Samra,Female,20.0,Goa,Margao,West,Silver,UPI,Fashion,Women,Kurti,Biba,FAS-WM-001,1,1565,704,Mumbai FC,Delhivery,Express,4,True,Fake Order,30,1095,704,391,2024-10-04,2024-10-05,2024-10-09
ORD-101706,CUST-44298,Shaurya Bhardwaj,Female,61.0,Telangana,Warangal,South,Bronze,UPI,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,1,76740,55252,Bengaluru FC,Shadowfax,Express,2,False,,9,69833,55252,14581,2024-08-13,2024-08-14,2024-08-16
ORD-100481,CUST-25572,Charvi Dara,Female,24.0,Kerala,Kozhikode,South,Bronze,Debit Card,Electronics,Accessories,USB-C Hub,Anker,ELE-AC-003,4,2537,1826,Bengaluru FC,Delhivery,Standard,7,False,,9,9234,7304,1930,2024-08-02,2024-08-03,2024-08-10
ORD-100653,CUST-83459,Faras Choudhury,Female,45.0,Karnataka,Mangaluru,South,Bronze,UPI,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2572,1543,Bengaluru FC,Delhivery,Same Day,0,False,,3,2494,1543,951,2025-01-18,2025-01-19,2025-01-19
ORD-102849,CUST-37932,Hardik Nanda,Male,41.0,Karnataka,Mysuru,South,Gold,Credit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,3,1044,574,Bengaluru FC,Shadowfax,Express,2,False,,3,3038,1722,1316,2025-10-27,2025-10-28,2025-10-30
ORD-105549,CUST-21799,Brijesh Kumer,Male,59.0,Odisha,Bhubaneswar,East,Bronze,UPI,Electronics,Accessories,USB-C Hub,Anker,ELE-AC-003,3,2385,1717,Kolkata FC,Ekart,Standard,4,False,,17,5938,5151,787,2025-11-12,2025-11-13,2025-11-17
ORD-103982,CUST-65053,Nihal Gola,Female,70.0,Kerala,Thiruvananthapuram,South,Bronze,Credit Card,Home & Kitchen,Home Decor,Indoor Plant,Ugaoo,HM-HD-003,1,578,346,Bengaluru FC,Blue Dart,Standard,8,False,,14,497,346,151,2025-10-07,2025-10-08,2025-10-16
ORD-105375,CUST-26829,Gaurangi Bal,Female,45.0,Maharashtra,Mumbai,West,Bronze,UPI,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,4,925,508,Mumbai FC,Blue Dart,Standard,5,False,,21,2923,2032,891,2025-09-07,2025-09-08,2025-09-13
ORD-101623,CUST-07506,Jagvi Chokshi,Female,49.0,Rajasthan,Jodhpur,North,Platinum,UPI,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,3,6681,4008,Delhi FC,Delhivery,Standard,6,False,,20,16034,12024,4010,2024-11-23,2024-11-24,2024-11-30
ORD-100362,CUST-26249,Varenya Ratti,Female,25.0,Haryana,Faridabad,North,Bronze,UPI,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,3,358,196,Delhi FC,DTDC,Same Day,1,False,,25,805,588,217,2025-05-11,2025-05-12,2025-05-13
ORD-102822,CUST-75884,Chandani Dutta,Female,45.0,West Bengal,Kolkata,East,Gold,Cash on Delivery,Fashion,Women,Sneakers,Nike,FAS-WM-003,3,4380,1971,Kolkata FC,XpressBees,Standard,6,False,,19,10643,5913,4730,2025-05-30,2025-05-31,2025-06-06
ORD-105530,CUST-59176,Sanya Sandhu,Female,41.0,West Bengal,Kolkata,East,Gold,Credit Card,Fashion,Women,Kurti,Biba,FAS-WM-001,4,1430,643,Kolkata FC,Delhivery,Standard,6,False,,15,4862,2572,2290,2025-01-08,2025-01-09,2025-01-15
ORD-102993,CUST-76941,Nathaniel Kamdar,Male,44.0,Telangana,Warangal,South,Silver,Debit Card,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,4,70760,50947,Bengaluru FC,DTDC,Standard,5,False,,19,229262,203788,25474,2025-06-05,2025-06-06,2025-06-11
ORD-103020,CUST-97580,Yatan Sha,Male,62.0,Rajasthan,Jaipur,North,Bronze,Credit Card,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,4,77983,56147,Delhi FC,Delhivery,Standard,6,False,,24,237068,224588,12480,2024-12-21,2024-12-22,2024-12-28
ORD-100643,CUST-21500,Advay Lal,Male,37.0,Odisha,Bhubaneswar,East,Gold,Cash on Delivery,Fashion,Men,Cotton T-Shirt,Levi's,FAS-MN-001,3,822,369,Kolkata FC,Delhivery,Standard,5,False,,29,1750,1107,643,2025-10-09,2025-10-10,2025-10-15
ORD-101281,CUST-61804,Baljiwan Chahal,Male,20.0,Punjab,Ludhiana,North,Silver,Debit Card,Books,Fiction,1984,Penguin,BK-FC-002,4,381,209,Delhi FC,Ekart,Standard,7,False,,20,1219,836,383,2025-12-21,2025-12-22,2025-12-29
ORD-102350,CUST-19521,Ryan Dugar,Male,21.0,Karnataka,Udupi,South,Gold,Net Banking,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,1,1096,602,Bengaluru FC,Shadowfax,Standard,7,False,,3,1063,602,461,2024-08-13,2024-08-14,2024-08-21
ORD-104358,CUST-83945,Sanya Soman,Female,33.0,Andhra Pradesh,Vijayawada,South,Silver,UPI,Electronics,Smartphones,Google Pixel 10,Google,ELE-SP-004,2,72038,51867,Bengaluru FC,Delhivery,Express,4,False,,26,106616,103734,2882,2025-10-07,2025-10-08,2025-10-12
ORD-104785,CUST-99198,Gaurika Sharma,Female,20.0,Bihar,Patna,East,Bronze,Credit Card,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,4,1205,662,Kolkata FC,Ekart,Standard,6,False,,0,4820,2648,2172,2025-09-08,2025-09-09,2025-09-15
ORD-102027,CUST-56697,Gagan Vala,Female,67.0,Kerala,Thiruvananthapuram,South,Bronze,UPI,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,1,57575,41454,Bengaluru FC,Blue Dart,Express,4,False,,31,39726,41454,-1728,2025-07-05,2025-07-06,2025-07-10
ORD-100647,CUST-39576,Jacob Merchant,Female,23.0,Maharashtra,Pune,West,Bronze,Debit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,3,1086,597,Mumbai FC,Ekart,Standard,7,False,,25,2443,1791,652,2025-11-29,2025-11-30,2025-12-07
ORD-105513,CUST-20770,Shivani Rastogi,Male,62.0,Odisha,Cuttack,East,Bronze,UPI,Fashion,Women,Kurti,Biba,FAS-WM-001,3,1454,654,Kolkata FC,Blue Dart,Standard,8,False,,1,4318,1962,2356,2024-02-09,2024-02-10,2024-02-18
ORD-101502,CUST-88105,Chandran Warrior,Male,45.0,Telangana,Hyderabad,South,Gold,Credit Card,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3556,1600,Bengaluru FC,Delhivery,Standard,7,False,,20,8534,4800,3734,2025-08-19,2025-08-20,2025-08-27
ORD-102989,CUST-38424,Yochana Borde,Female,55.0,Jharkhand,Ranchi,East,Bronze,UPI,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,1,366,201,Kolkata FC,Delhivery,Standard,5,False,,25,274,201,73,2025-10-11,2025-10-12,2025-10-17
ORD-100377,CUST-96922,Darpan Narayan,Male,62.0,West Bengal,Kolkata,East,Gold,Debit Card,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,3,1559,935,Kolkata FC,Ekart,Standard,5,False,,24,3554,2805,749,2024-01-09,2024-01-10,2024-01-15
ORD-104797,CUST-46086,Omisha Doshi,Male,67.0,West Bengal,Howrah,East,Silver,Credit Card,Fashion,Men,Running Shoes,Puma,FAS-MN-003,1,3378,1520,Kolkata FC,Ekart,Same Day,0,False,,19,2736,1520,1216,2025-07-20,2025-07-21,2025-07-21
ORD-100360,CUST-94652,Caleb Verma,Male,23.0,Kerala,Kozhikode,South,Bronze,UPI,Home & Kitchen,Home Decor,Indoor Plant,Ugaoo,HM-HD-003,3,610,366,Bengaluru FC,DTDC,Standard,7,False,,27,1335,1098,237,2024-07-12,2024-07-13,2024-07-20
ORD-102004,CUST-44325,Bhavya Batta,Male,45.0,Maharashtra,Nashik,West,Bronze,Debit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,1,1055,580,Mumbai FC,Ekart,Standard,5,False,,12,928,580,348,2024-03-24,2024-03-25,2024-03-30
ORD-102039,CUST-49931,Gautami Bhatti,Male,65.0,Kerala,Kozhikode,South,Silver,UPI,Fashion,Women,Handbag,Lavie,FAS-WM-002,1,2403,1081,Bengaluru FC,Delhivery,Express,2,False,,34,1585,1081,504,2024-01-04,2024-01-05,2024-01-07
ORD-102857,CUST-27423,Gagan Kunda,Female,30.0,Maharashtra,Nagpur,West,Silver,Net Banking,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,4,53876,38790,Mumbai FC,Blue Dart,Express,2,False,,35,140077,155160,-15083,2025-09-29,2025-09-30,2025-10-02
ORD-105492,CUST-71609,Warda Mall,Male,18.0,Andhra Pradesh,Visakhapatnam,South,Bronze,Cash on Delivery,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,4,78206,56308,Bengaluru FC,Blue Dart,Express,2,False,,25,234618,225232,9386,2024-07-28,2024-07-29,2024-07-31
ORD-100717,CUST-52616,Vrinda Swaminathan,Male,32.0,Punjab,Amritsar,North,Bronze,Credit Card,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,1,73173,52684,Delhi FC,Delhivery,Express,4,True,Customer Refused,6,68782,52684,16098,2024-12-21,2024-12-22,2024-12-26
ORD-103055,CUST-04585,Ira Nagar,Male,36.0,Haryana,Panipat,North,Bronze,Debit Card,Fashion,Women,Handbag,Lavie,FAS-WM-002,3,2445,1100,Delhi FC,DTDC,Standard,5,False,,33,4914,3300,1614,2025-10-24,2025-10-25,2025-10-30
ORD-104296,CUST-75970,Gabriel Tank,Male,37.0,West Bengal,Howrah,East,Bronze,Credit Card,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,3,1999,899,Kolkata FC,Delhivery,Standard,7,False,,22,4677,2697,1980,2025-01-29,2025-01-30,2025-02-06
ORD-103514,CUST-38525,Avni Mahal,Female,26.0,Kerala,Kozhikode,South,Bronze,Credit Card,Fashion,Women,Sneakers,Nike,FAS-WM-003,4,4509,2029,Bengaluru FC,Blue Dart,Standard,8,False,,26,13346,8116,5230,2024-11-12,2024-11-13,2024-11-21
ORD-104848,CUST-02699,Dayamai Narain,Female,31.0,Odisha,Bhubaneswar,East,Bronze,Credit Card,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,4,366,201,Kolkata FC,Ekart,Standard,4,False,,33,980,804,176,2024-08-03,2024-08-04,2024-08-08
ORD-102728,CUST-31342,Charita Yogi,Male,49.0,Gujarat,Vadodara,West,Bronze,UPI,Fashion,Women,Handbag,Lavie,FAS-WM-002,4,2607,1173,Mumbai FC,Ekart,Standard,6,False,,32,7091,4692,2399,2025-11-05,2025-11-06,2025-11-12
ORD-100801,CUST-20723,Ubika Tella,Male,32.0,Rajasthan,Udaipur,North,Gold,Credit Card,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,3,1908,858,Delhi FC,Delhivery,Express,2,False,,35,3720,2574,1146,2024-02-21,2024-02-22,2024-02-24
ORD-102880,CUST-56690,Gaurav Patil,Male,19.0,Punjab,Amritsar,North,Silver,Credit Card,Electronics,Smartphones,Samsung Galaxy S25,Samsung,ELE-SP-002,3,77124,55529,Delhi FC,DTDC,Standard,6,False,,34,152705,166587,-13882,2024-02-10,2024-02-11,2024-02-17
ORD-101716,CUST-09567,Simon Apte,Male,49.0,Goa,Margao,West,Silver,UPI,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,3,937,515,Mumbai FC,Delhivery,Standard,4,False,,32,1911,1545,366,2024-12-03,2024-12-04,2024-12-08
ORD-104821,CUST-67073,Gauri Prabhakar,Male,55.0,Telangana,Hyderabad,South,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,1,4098,2458,Bengaluru FC,Blue Dart,Express,2,False,,2,4016,2458,1558,2025-09-05,2025-09-06,2025-09-08
ORD-105881,CUST-07792,Saanvi Halder,Female,35.0,Andhra Pradesh,Vijayawada,South,Bronze,Debit Card,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,1,1507,904,Bengaluru FC,Delhivery,Standard,6,False,,25,1130,904,226,2024-06-02,2024-06-03,2024-06-09
ORD-102909,CUST-67785,Parth Borde,Male,24.0,West Bengal,Howrah,East,Bronze,Debit Card,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2581,1548,Kolkata FC,Delhivery,Standard,6,False,,19,2090,1548,542,2025-01-25,2025-01-26,2025-02-01
ORD-102309,CUST-52291,Yahvi Babu,Male,28.0,West Bengal,Durgapur,East,Bronze,UPI,Fashion,Women,Kurti,Biba,FAS-WM-001,3,1480,666,Kolkata FC,Ekart,Standard,8,False,,28,3196,1998,1198,2025-12-03,2025-12-04,2025-12-12
ORD-105478,CUST-30883,Anay Hari,Female,64.0,Delhi,New Delhi,North,Gold,Cash on Delivery,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,3,4170,2502,Delhi FC,Delhivery,Express,3,False,,13,10883,7506,3377,2024-10-22,2024-10-23,2024-10-26
ORD-103509,CUST-01724,Radha Sane,Female,39.0,West Bengal,Durgapur,East,Gold,Debit Card,Fashion,Women,Sneakers,Nike,FAS-WM-003,1,4205,1892,Kolkata FC,Ekart,Standard,7,False,,29,2985,1892,1093,2025-11-24,2025-11-25,2025-12-02
ORD-104299,CUST-78122,Isaac Karnik,Male,50.0,Haryana,Faridabad,North,Bronze,Cash on Delivery,Electronics,Smartphones,Samsung Galaxy S25,Samsung,ELE-SP-002,2,77584,55860,Delhi FC,Blue Dart,Standard,7,False,,17,128789,111720,17069,2024-11-14,2024-11-15,2024-11-22
ORD-105235,CUST-55176,Rohan Savant,Female,56.0,West Bengal,Howrah,East,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,2,7230,4338,Kolkata FC,Delhivery,Express,2,False,,12,12724,8676,4048,2025-07-19,2025-07-20,2025-07-22
ORD-101490,CUST-90279,Brinda Kashyap,Male,55.0,Telangana,Warangal,South,Gold,UPI,Fashion,Men,Running Shoes,Puma,FAS-MN-003,2,3574,1608,Bengaluru FC,Shadowfax,Express,2,False,,9,6504,3216,3288,2024-09-08,2024-09-09,2024-09-11
ORD-101852,CUST-52596,Abhiram Bir,Male,64.0,Haryana,Faridabad,North,Gold,Cash on Delivery,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,2,344,189,Delhi FC,Delhivery,Standard,7,False,,17,571,378,193,2025-06-21,2025-06-22,2025-06-29
ORD-103498,CUST-89314,Ishaan Bail,Male,32.0,Kerala,Thiruvananthapuram,South,Bronze,UPI,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,3,55859,40218,Bengaluru FC,Delhivery,Standard,8,False,,16,140764,120654,20110,2024-01-02,2024-01-03,2024-01-11
ORD-104422,CUST-94039,Advik Chakrabarti,Female,38.0,Telangana,Warangal,South,Platinum,UPI,Fashion,Women,Sneakers,Nike,FAS-WM-003,2,4085,1838,Bengaluru FC,Delhivery,Standard,4,False,,26,6045,3676,2369,2025-12-03,2025-12-04,2025-12-08
ORD-102272,CUST-77925,Pranit Ganguly,Male,69.0,Goa,Margao,West,Bronze,Credit Card,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,4,498,273,Mumbai FC,Blue Dart,Standard,8,False,,18,1633,1092,541,2024-01-19,2024-01-20,2024-01-28
ORD-105579,CUST-41733,Chakradhar Sahota,Male,28.0,West Bengal,Howrah,East,Silver,Cash on Delivery,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2437,1462,Kolkata FC,Blue Dart,Standard,5,False,,23,1876,1462,414,2024-02-26,2024-02-27,2024-03-03
ORD-100166,CUST-75221,Indira Misra,Female,70.0,Maharashtra,Pune,West,Silver,Credit Card,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,3,484,266,Mumbai FC,Delhivery,Standard,5,True,Damaged Package,15,1234,798,436,2025-10-24,2025-10-25,2025-10-30
ORD-105975,CUST-14927,Vihaan Sarraf,Male,67.0,Bihar,Gaya,East,Silver,Debit Card,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,1,1233,678,Kolkata FC,Delhivery,Standard,6,False,,20,986,678,308,2024-10-10,2024-10-11,2024-10-17
ORD-103374,CUST-35139,Krishna Saha,Male,19.0,West Bengal,Siliguri,East,Silver,Debit Card,Electronics,Accessories,USB-C Hub,Anker,ELE-AC-003,2,2378,1712,Kolkata FC,XpressBees,Standard,8,False,,6,4470,3424,1046,2025-12-13,2025-12-14,2025-12-22
ORD-103957,CUST-31476,Anika Warrior,Male,36.0,Delhi,New Delhi,North,Silver,UPI,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,2,1967,885,Delhi FC,Ekart,Same Day,1,False,,7,3658,1770,1888,2024-09-14,2024-09-15,2024-09-16
ORD-105521,CUST-28865,Nilima Sethi,Female,60.0,Delhi,New Delhi,North,Bronze,UPI,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,3,1946,875,Delhi FC,Delhivery,Standard,6,False,,35,3794,2625,1169,2025-10-15,2025-10-16,2025-10-22
ORD-103520,CUST-15016,Sachi Shere,Female,25.0,Goa,Margao,West,Bronze,UPI,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,4,353,194,Mumbai FC,Shadowfax,Same Day,1,False,,26,1044,776,268,2024-06-07,2024-06-08,2024-06-09
ORD-101914,CUST-18526,Krisha Dugar,Female,47.0,Maharashtra,Pune,West,Bronze,Credit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,1,1121,616,Mumbai FC,Delhivery,Standard,7,False,,13,975,616,359,2024-05-14,2024-05-15,2024-05-22
ORD-105788,CUST-90252,Farhan Ahluwalia,Female,24.0,Karnataka,Mangaluru,South,Silver,UPI,Books,Fiction,1984,Penguin,BK-FC-002,4,418,229,Bengaluru FC,Delhivery,Standard,5,False,,35,1086,916,170,2024-12-16,2024-12-17,2024-12-22
ORD-100866,CUST-67238,Siddharth Talwar,Male,67.0,Rajasthan,Udaipur,North,Bronze,UPI,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,3,2044,919,Delhi FC,Delhivery,Express,4,True,Fake Order,21,4844,2757,2087,2024-02-08,2024-02-09,2024-02-13
ORD-105455,CUST-85166,Upma Butala,Female,27.0,Goa,Margao,West,Platinum,Credit Card,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,4,2576,1545,Mumbai FC,Delhivery,Standard,4,False,,6,9685,6180,3505,2024-06-29,2024-06-30,2024-07-04
ORD-102339,CUST-43185,Amrita Sahni,Female,22.0,Kerala,Thiruvananthapuram,South,Silver,UPI,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,3,73951,53244,Bengaluru FC,Blue Dart,Express,2,False,,10,199667,159732,39935,2025-05-25,2025-05-26,2025-05-28
ORD-100486,CUST-86322,Aarav Pandit,Male,29.0,Delhi,New Delhi,North,Gold,Debit Card,Electronics,Accessories,Noise Cancelling Headphones,Sony,ELE-AC-004,3,12508,9005,Delhi FC,Delhivery,Standard,5,False,,16,31520,27015,4505,2024-10-05,2024-10-06,2024-10-11
ORD-105473,CUST-61478,Patrick Chaudhry,Female,69.0,Rajasthan,Jodhpur,North,Bronze,Cash on Delivery,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,1,871,479,Delhi FC,Delhivery,Standard,5,True,Duplicate Order,30,609,479,130,2025-12-01,2025-12-02,2025-12-07
ORD-100216,CUST-73576,Qasim Handa,Male,25.0,Goa,Margao,West,Silver,UPI,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3457,1555,Mumbai FC,Shadowfax,Standard,6,False,,18,8504,4665,3839,2024-01-26,2024-01-27,2024-02-02
ORD-101329,CUST-43977,Banjeet Kanda,Male,39.0,Uttar Pradesh,Lucknow,North,Bronze,Credit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,1,1088,598,Delhi FC,Delhivery,Standard,5,False,,11,968,598,370,2025-11-02,2025-11-03,2025-11-08
ORD-100894,CUST-02027,Yug Malhotra,Female,66.0,Odisha,Bhubaneswar,East,Bronze,Credit Card,Electronics,Accessories,Mechanical Keyboard,Keychron,ELE-AC-002,2,5347,3849,Kolkata FC,Delhivery,Express,2,False,,23,8234,7698,536,2024-01-16,2024-01-17,2024-01-19
ORD-104034,CUST-32014,Rayaan Bora,Female,48.0,Haryana,Gurugram,North,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,3,7062,4237,Delhi FC,DTDC,Standard,6,False,,29,15042,12711,2331,2024-05-31,2024-06-01,2024-06-07
ORD-104862,CUST-40940,Mitali Naik,Male,53.0,Kerala,Kozhikode,South,Silver,Credit Card,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,1,866,476,Bengaluru FC,Blue Dart,Standard,8,False,,26,640,476,164,2025-07-07,2025-07-08,2025-07-16
ORD-101662,CUST-78179,Lajita Munshi,Male,70.0,Bihar,Gaya,East,Bronze,UPI,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,2,1145,629,Kolkata FC,Ekart,Express,2,False,,34,1511,1258,253,2024-01-09,2024-01-10,2024-01-12
ORD-101099,CUST-55219,Gautam Mane,Male,68.0,Delhi,New Delhi,North,Bronze,UPI,Fashion,Women,Kurti,Biba,FAS-WM-001,4,1499,674,Delhi FC,Ekart,Express,4,True,Duplicate Order,11,33680,2696,2640,2025-05-06,2025-05-07,2025-05-11
ORD-103175,CUST-71051,Tara Sangha,Female,34.0,Delhi,New Delhi,North,Silver,Credit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,2,1055,580,Delhi FC,Delhivery,Standard,4,False,,27,1540,1160,380,2025-03-28,2025-03-29,2025-04-02
ORD-103201,CUST-21936,Ekantika Jani,Female,20.0,Goa,Panaji,West,Bronze,UPI,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,3,2428,1456,Mumbai FC,Shadowfax,Standard,4,False,,32,4953,4368,585,2025-11-09,2025-11-10,2025-11-14
ORD-101870,CUST-28364,Raagini Kamdar,Female,62.0,West Bengal,Kolkata,East,Silver,Cash on Delivery,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,2,1981,891,Kolkata FC,Delhivery,Same Day,0,False,,1,3922,1782,2140,2024-04-20,2024-04-21,2024-04-21
ORD-101992,CUST-61172,Manbir Taneja,Male,26.0,Karnataka,Udupi,South,Gold,Debit Card,Electronics,Laptops,HP Pavilion 14,HP,ELE-LP-003,2,57850,41652,Bengaluru FC,Delhivery,Standard,7,False,,20,92560,83304,9256,2024-07-13,2024-07-14,2024-07-21
ORD-104841,CUST-71946,Turvi Lad,Male,36.0,Goa,Margao,West,Silver,Credit Card,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,3,6741,4044,Mumbai FC,Delhivery,Express,2,True,COD Rejected,24,15369,12132,3237,2025-04-08,2025-04-09,2025-04-11
ORD-103528,CUST-12631,Owen Din,Female,69.0,Punjab,Amritsar,North,Silver,UPI,Home & Kitchen,Home Decor,Indoor Plant,Ugaoo,HM-HD-003,1,626,375,Delhi FC,Delhivery,Standard,4,False,,0,626,375,251,2024-08-14,2024-08-15,2024-08-19
ORD-105361,CUST-89887,Vanya Ahuja,Female,50.0,Maharashtra,Mumbai,West,Bronze,UPI,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,1,855,513,Mumbai FC,Shadowfax,Express,2,False,,32,581,513,68,2024-03-12,2024-03-13,2024-03-15
ORD-102558,CUST-51438,Ishwar Dhar,Male,41.0,Bihar,Patna,East,Bronze,UPI,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,1,73592,52986,Kolkata FC,Blue Dart,Standard,6,False,,34,48570,52986,-4416,2024-08-03,2024-08-04,2024-08-10
ORD-104232,CUST-22790,Qarin Lad,Male,44.0,Gujarat,Ahmedabad,West,Bronze,UPI,Electronics,Accessories,Mechanical Keyboard,Keychron,ELE-AC-002,4,5617,4044,Mumbai FC,Shadowfax,Standard,4,False,,32,15278,16176,-898,2025-05-02,2025-05-03,2025-05-07
ORD-101148,CUST-75784,Leela Thakur,Male,58.0,Karnataka,Mysuru,South,Bronze,UPI,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,3,1199,659,Bengaluru FC,Delhivery,Standard,5,False,,20,2877,1977,900,2024-10-05,2024-10-06,2024-10-11
ORD-103177,CUST-65894,Lakshmi Mane,Female,43.0,Rajasthan,Jodhpur,North,Gold,Debit Card,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,3,335,184,Delhi FC,Delhivery,Standard,6,False,,2,984,552,432,2024-12-24,2024-12-25,2024-12-31
ORD-103855,CUST-16210,Tara Baria,Male,28.0,Odisha,Cuttack,East,Bronze,Net Banking,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,3,2532,1519,Kolkata FC,Blue Dart,Standard,8,False,,8,6988,4557,2431,2025-01-20,2025-01-21,2025-01-29
